store_nbr,item_nbr,date,id,unit_sales,onpromotion,year,month,day,day_of_week,unit_sales_7d_avg,lag_1,lag_7,lag_30,rolling_std_7,is_weekend
24,105574,2013-01-02,18790.0,12.0,0,2013,1,2,2,,,,,,0
24,105574,2013-01-03,59692.0,1.0,0,2013,1,3,3,,12.0,,,,0
24,105574,2013-01-04,99664.0,3.0,0,2013,1,4,4,,1.0,,,,0
24,105574,2013-01-05,140805.0,4.0,0,2013,1,5,5,,3.0,,,,1
24,105574,2013-01-06,182800.0,7.0,0,2013,1,6,6,,4.0,,,,1
24,105574,2013-01-07,223895.0,3.0,0,2013,1,7,0,,7.0,,,,0
24,105574,2013-01-08,263107.0,3.0,0,2013,1,8,1,4.714285714285714,3.0,,,,0
24,105574,2013-01-09,302232.0,7.0,0,2013,1,9,2,4.0,3.0,12.0,,3.6839419880650364,0
24,105574,2013-01-10,341031.0,3.0,0,2013,1,10,3,4.285714285714286,7.0,1.0,,2.23606797749979,0
24,105574,2013-01-11,379570.0,6.0,0,2013,1,11,4,4.714285714285714,3.0,3.0,,1.889822365046136,0
24,105574,2013-01-12,419992.0,7.0,0,2013,1,12,5,5.142857142857143,6.0,4.0,,1.889822365046136,1
24,105574,2013-01-13,461982.0,1.0,0,2013,1,13,6,4.285714285714286,7.0,7.0,,2.0354009783964293,1
24,105574,2013-01-14,503263.0,2.0,0,2013,1,14,0,4.142857142857143,1.0,3.0,,2.3603873774083297,0
24,105574,2013-01-15,542633.0,3.0,0,2013,1,15,1,4.142857142857143,2.0,3.0,,2.4784787961282104,0
24,105574,2013-01-16,582439.0,19.0,0,2013,1,16,2,5.857142857142857,3.0,7.0,,2.4784787961282104,0
24,105574,2013-01-17,622074.0,7.0,0,2013,1,17,3,6.428571428571429,19.0,3.0,,6.175990377490653,0
24,105574,2013-01-18,661498.0,8.0,0,2013,1,18,4,6.714285714285714,7.0,6.0,,6.051367417290708,0
24,105574,2013-01-19,702769.0,5.0,0,2013,1,19,5,6.428571428571429,8.0,7.0,,6.074928962939558,1
24,105574,2013-01-20,745653.0,3.0,0,2013,1,20,6,6.714285714285714,5.0,1.0,,6.106202935189288,1
24,105574,2013-01-21,787427.0,4.0,0,2013,1,21,0,7.0,3.0,2.0,,5.851332774513447,0
24,105574,2013-01-22,827199.0,2.0,0,2013,1,22,1,6.857142857142857,4.0,3.0,,5.627314338711376,0
24,105574,2013-01-23,866631.0,3.0,0,2013,1,23,2,4.571428571428571,2.0,19.0,,5.756983337031395,0
24,105574,2013-01-24,,0.0,0,2013,1,24,3,3.571428571428572,3.0,7.0,,2.2253945610567456,0
24,105574,2013-01-25,944619.0,3.0,0,2013,1,25,4,2.857142857142857,0.0,8.0,,2.507132682112034,0
24,105574,2013-01-26,985906.0,5.0,0,2013,1,26,5,2.857142857142857,3.0,5.0,,1.5735915849388853,1
24,105574,2013-01-27,1028560.0,8.0,0,2013,1,27,6,3.571428571428572,5.0,3.0,,1.5735915849388853,1
24,105574,2013-01-28,1070112.0,3.0,0,2013,1,28,0,3.4285714285714284,8.0,4.0,,2.507132682112034,0
24,105574,2013-01-29,1109714.0,4.0,0,2013,1,29,1,3.7142857142857135,3.0,2.0,,2.507132682112034,0
24,105574,2013-01-30,1149321.0,1.0,0,2013,1,30,2,3.4285714285714284,4.0,3.0,,2.429971585175822,0
24,105574,2013-01-31,1189067.0,1.0,0,2013,1,31,3,3.571428571428572,1.0,0.0,,2.636736799982309,0
24,105574,2013-02-01,1229986.0,6.0,0,2013,2,1,4,4.0,1.0,3.0,12.0,2.439750182371332,0
24,105574,2013-02-02,1273695.0,7.0,0,2013,2,2,5,4.285714285714286,6.0,5.0,1.0,2.5819888974716094,1
24,105574,2013-02-03,1317962.0,9.0,0,2013,2,3,6,4.428571428571429,7.0,8.0,3.0,2.811540841738191,1
24,105574,2013-02-04,1361053.0,3.0,0,2013,2,4,0,4.428571428571429,9.0,3.0,4.0,3.0472470011002186,0
24,105574,2013-02-05,,0.0,0,2013,2,5,1,3.857142857142857,3.0,4.0,7.0,3.0472470011002186,0
24,105574,2013-02-06,1443452.0,3.0,0,2013,2,6,2,4.142857142857143,0.0,1.0,3.0,3.484660262185847,0
24,105574,2013-02-07,1484057.0,4.0,0,2013,2,7,3,4.571428571428571,3.0,1.0,3.0,3.2877840272018783,0
24,105574,2013-02-08,1524905.0,9.0,0,2013,2,8,4,5.0,4.0,6.0,7.0,2.9920529661723805,0
24,105574,2013-02-09,1567294.0,7.0,0,2013,2,9,5,5.0,9.0,7.0,3.0,3.4156502553198638,1
24,105574,2013-02-10,,0.0,0,2013,2,10,6,3.7142857142857135,7.0,9.0,6.0,3.4156502553198638,1
24,105574,2013-02-11,,0.0,0,2013,2,11,0,3.2857142857142856,0.0,3.0,7.0,3.3523268393901025,0
24,105574,2013-02-12,,0.0,0,2013,2,12,1,3.2857142857142856,0.0,0.0,1.0,3.6384193323605842,0
24,105574,2013-02-13,1728411.0,8.0,0,2013,2,13,2,4.0,0.0,3.0,2.0,3.6384193323605842,0
24,105574,2013-02-14,1769551.0,2.0,0,2013,2,14,3,3.7142857142857135,8.0,4.0,3.0,4.04145188432738,0
24,105574,2013-02-15,1810118.0,6.0,0,2013,2,15,4,3.2857142857142856,2.0,9.0,19.0,4.111540089159036,0
24,105574,2013-02-16,1852513.0,4.0,0,2013,2,16,5,2.857142857142857,6.0,7.0,7.0,3.5923198500080558,1
24,105574,2013-02-17,1895436.0,2.0,0,2013,2,17,6,3.142857142857143,4.0,0.0,8.0,3.236694374850748,1
24,105574,2013-02-18,1937146.0,3.0,0,2013,2,18,0,3.571428571428572,2.0,0.0,5.0,3.0237157840738176,0
24,105574,2013-02-19,1978085.0,9.0,0,2013,2,19,1,4.857142857142857,3.0,0.0,3.0,2.6992062325273105,0
24,105574,2013-02-20,2018753.0,12.0,0,2013,2,20,2,5.428571428571429,9.0,8.0,4.0,2.8535691936340215,0
24,105574,2013-02-21,2059379.0,3.0,0,2013,2,21,3,5.571428571428571,12.0,2.0,2.0,3.8234863173611053,0
24,105574,2013-02-22,,0.0,0,2013,2,22,4,4.714285714285714,3.0,6.0,3.0,3.6903993847614363,0
24,105574,2013-02-23,2141528.0,3.0,0,2013,2,23,5,4.571428571428571,0.0,4.0,0.0,4.231401884099628,1
24,105574,2013-02-24,2184860.0,8.0,0,2013,2,24,6,5.428571428571429,3.0,2.0,3.0,4.276179870598788,1
24,105574,2013-02-25,2227233.0,4.0,0,2013,2,25,0,5.571428571428571,8.0,3.0,5.0,4.276179870598786,0
24,105574,2013-02-26,2268070.0,5.0,0,2013,2,26,1,5.0,4.0,9.0,8.0,4.197504927816951,0
24,105574,2013-02-27,2308585.0,5.0,0,2013,2,27,2,4.0,5.0,12.0,3.0,3.9157800414902404,0
24,105574,2013-02-28,,0.0,0,2013,2,28,3,3.571428571428572,5.0,3.0,4.0,2.449489742783176,0
24,105574,2013-03-01,2390815.0,8.0,0,2013,3,1,4,4.714285714285714,0.0,0.0,1.0,2.8784916685156974,0
24,105574,2013-03-02,2435397.0,11.0,0,2013,3,2,5,5.857142857142857,8.0,3.0,1.0,2.811540841738189,1
24,105574,2013-03-03,2480417.0,3.0,0,2013,3,3,6,5.142857142857143,11.0,8.0,6.0,3.532165125838604,1
24,105574,2013-03-04,,0.0,0,2013,3,4,0,4.571428571428571,3.0,4.0,7.0,3.5321651258386053,0
24,105574,2013-03-05,2566767.0,2.0,0,2013,3,5,1,4.142857142857143,0.0,5.0,9.0,4.035556254807293,0
24,105574,2013-03-06,2608657.0,1.0,0,2013,3,6,2,3.571428571428572,2.0,5.0,3.0,4.140393356054124,0
24,105574,2013-03-07,2650122.0,7.0,0,2013,3,7,3,4.571428571428571,1.0,0.0,0.0,4.2761798705987895,0
24,105574,2013-03-08,2690932.0,10.0,0,2013,3,8,4,4.857142857142857,7.0,8.0,3.0,4.1173269183271,0
24,105574,2013-03-09,2733559.0,1.0,0,2013,3,9,5,3.4285714285714284,10.0,11.0,4.0,4.450789122113492,1
24,105574,2013-03-10,2777572.0,2.0,0,2013,3,10,6,3.2857142857142856,1.0,3.0,9.0,3.6903993847614402,1
24,105574,2013-03-11,2820240.0,1.0,0,2013,3,11,0,3.4285714285714284,2.0,0.0,7.0,3.7289089429432174,0
24,105574,2013-03-12,2861215.0,4.0,0,2013,3,12,1,3.7142857142857135,1.0,2.0,0.0,3.598941643369749,0
24,105574,2013-03-13,2901393.0,3.0,0,2013,3,13,2,4.0,4.0,1.0,0.0,3.545621041711672,0
24,105574,2013-03-14,,0.0,0,2013,3,14,3,3.0,3.0,7.0,0.0,3.3665016461206907,0
24,105574,2013-03-15,2981577.0,7.0,0,2013,3,15,4,2.571428571428572,0.0,10.0,8.0,3.366501646120693,0
24,105574,2013-03-16,3025007.0,5.0,0,2013,3,16,5,3.142857142857143,7.0,1.0,2.0,2.3704530408864093,1
24,105574,2013-03-17,3070471.0,2.0,0,2013,3,17,6,3.142857142857143,5.0,2.0,6.0,2.410295378065479,1
24,105574,2013-03-18,3114527.0,5.0,0,2013,3,18,0,3.7142857142857135,2.0,1.0,4.0,2.410295378065479,0
24,105574,2013-03-19,3156764.0,4.0,0,2013,3,19,1,3.7142857142857135,5.0,4.0,2.0,2.2886885410853157,0
24,105574,2013-03-20,3198814.0,6.0,0,2013,3,20,2,4.142857142857143,4.0,3.0,3.0,2.2886885410853157,0
24,105574,2013-03-21,3240828.0,1.0,0,2013,3,21,3,4.285714285714286,6.0,0.0,9.0,2.410295378065476,0
24,105574,2013-03-22,3281990.0,6.0,0,2013,3,22,4,4.142857142857143,1.0,7.0,12.0,2.1380899352993916,0
24,105574,2013-03-23,3325703.0,4.0,0,2013,3,23,5,4.0,6.0,5.0,3.0,1.951800145897063,1
24,105574,2013-03-24,3370269.0,4.0,0,2013,3,24,6,4.285714285714286,4.0,2.0,0.0,1.9148542155126733,1
24,105574,2013-03-25,3413591.0,2.0,0,2013,3,25,0,3.857142857142857,4.0,5.0,3.0,1.7043362064926888,0
24,105574,2013-03-26,3455316.0,4.0,0,2013,3,26,1,3.857142857142857,2.0,4.0,8.0,1.8644544714716065,0
24,105574,2013-03-27,3496504.0,9.0,0,2013,3,27,2,4.285714285714286,4.0,6.0,4.0,1.8644544714716065,0
24,105574,2013-03-28,3538522.0,7.0,0,2013,3,28,3,5.142857142857143,9.0,1.0,5.0,2.627691364061215,0
24,105574,2013-03-29,3580802.0,1.0,0,2013,3,29,4,4.428571428571429,7.0,6.0,5.0,2.3401261667248727,0
24,105574,2013-03-30,,0.0,0,2013,3,30,5,3.857142857142857,1.0,4.0,0.0,2.760262237369414,1
24,105574,2013-03-31,3669216.0,3.0,0,2013,3,31,6,3.7142857142857135,0.0,4.0,8.0,3.236694374850747,1
24,105574,2013-04-01,3713322.0,9.0,0,2013,4,1,0,4.714285714285714,3.0,2.0,11.0,3.251373336211725,0
24,105574,2013-04-02,3757008.0,5.0,0,2013,4,2,1,4.857142857142857,9.0,4.0,3.0,3.6839419880650333,0
24,105574,2013-04-03,3800439.0,6.0,0,2013,4,3,2,4.428571428571429,5.0,9.0,0.0,3.670993118515813,0
24,105574,2013-04-04,3842931.0,3.0,0,2013,4,4,3,3.857142857142857,6.0,7.0,2.0,3.2586880211286875,0
24,105574,2013-04-05,3885176.0,1.0,0,2013,4,5,4,3.857142857142857,3.0,1.0,1.0,3.0783421635988533,0
24,105574,2013-04-06,3929258.0,6.0,0,2013,4,6,5,4.714285714285714,1.0,0.0,7.0,3.0783421635988533,1
24,105574,2013-04-07,3974322.0,6.0,0,2013,4,7,6,5.142857142857143,6.0,3.0,10.0,2.627691364061214,1
24,105574,2013-04-08,4018218.0,7.0,0,2013,4,8,0,4.857142857142857,6.0,9.0,1.0,2.544836041121402,0
24,105574,2013-04-09,4060150.0,3.0,0,2013,4,9,1,4.571428571428571,7.0,5.0,2.0,2.11570094204981,0
24,105574,2013-04-10,4101950.0,5.0,0,2013,4,10,2,4.428571428571429,3.0,6.0,1.0,2.225394561056743,0
24,105574,2013-04-11,4143311.0,4.0,0,2013,4,11,3,4.571428571428571,5.0,3.0,4.0,2.149196970742236,0
24,105574,2013-04-12,4184902.0,3.0,0,2013,4,12,4,4.857142857142857,4.0,1.0,3.0,2.070196678027058,0
24,105574,2013-04-13,4228561.0,7.0,0,2013,4,13,5,5.0,3.0,6.0,0.0,1.5735915849388786,1
24,105574,2013-04-14,4273243.0,1.0,0,2013,4,14,6,4.285714285714286,7.0,6.0,7.0,1.7320508075688696,1
24,105574,2013-04-15,,0.0,0,2013,4,15,0,3.2857142857142856,1.0,7.0,5.0,2.21466970556828,0
24,105574,2013-04-16,4359424.0,9.0,0,2013,4,16,1,4.142857142857143,0.0,3.0,2.0,2.360387377408331,0
24,105574,2013-04-17,4401742.0,12.0,0,2013,4,17,2,5.142857142857143,9.0,5.0,5.0,3.1847852585154204,0
24,105574,2013-04-18,4443287.0,10.0,0,2013,4,18,3,6.0,12.0,4.0,4.0,4.375255094603869,0
24,105574,2013-04-19,4484407.0,1.0,0,2013,4,19,4,5.714285714285714,10.0,3.0,6.0,4.6904157598234235,0
24,105574,2013-04-20,4527716.0,11.0,0,2013,4,20,5,6.285714285714286,1.0,7.0,1.0,4.956957592256416,1
24,105574,2013-04-21,4572300.0,10.0,0,2013,4,21,6,7.571428571428571,11.0,1.0,6.0,5.345224838248482,1
24,105574,2013-04-22,4616030.0,4.0,0,2013,4,22,0,8.142857142857142,10.0,0.0,4.0,4.928053803045803,0
24,105574,2013-04-23,,0.0,0,2013,4,23,1,6.857142857142857,4.0,9.0,4.0,4.059087394500194,0
24,105574,2013-04-24,4699494.0,13.0,0,2013,4,24,2,7.0,0.0,12.0,2.0,5.047394424471939,0
24,105574,2013-04-25,4740542.0,1.0,0,2013,4,25,3,5.714285714285714,13.0,10.0,4.0,5.228129047119368,0
24,105574,2013-04-26,4781435.0,3.0,0,2013,4,26,4,6.0,1.0,1.0,9.0,5.4685246552211755,0
24,105574,2013-04-27,4824556.0,7.0,0,2013,4,27,5,5.428571428571429,3.0,11.0,7.0,5.228129047119371,1
24,105574,2013-04-28,4869170.0,6.0,0,2013,4,28,6,4.857142857142857,7.0,10.0,1.0,4.790864322059322,1
24,105574,2013-04-29,4912719.0,6.0,0,2013,4,29,0,5.142857142857143,6.0,4.0,0.0,4.3752550946038715,0
24,105574,2013-04-30,4954769.0,4.0,0,2013,4,30,1,5.714285714285714,6.0,0.0,3.0,4.375255094603871,0
24,105574,2013-05-01,4997977.0,10.0,0,2013,5,1,2,5.285714285714286,4.0,13.0,9.0,3.8172540616821067,0
24,105574,2013-05-02,5042761.0,2.0,0,2013,5,2,3,5.428571428571429,10.0,1.0,5.0,2.9277002188455965,0
24,105574,2013-05-03,5085719.0,7.0,0,2013,5,3,4,6.0,2.0,3.0,6.0,2.699206232527308,0
24,105574,2013-05-04,5130247.0,5.0,0,2013,5,4,5,5.714285714285714,7.0,7.0,3.0,2.5166114784235756,1
24,105574,2013-05-05,5176071.0,6.0,0,2013,5,5,6,5.714285714285714,5.0,6.0,1.0,2.497617912751109,1
24,105574,2013-05-06,5220985.0,5.0,0,2013,5,6,0,5.571428571428571,6.0,6.0,6.0,2.497617912751109,0
24,105574,2013-05-07,5263563.0,5.0,0,2013,5,7,1,5.714285714285714,5.0,4.0,6.0,2.507132682112029,0
24,105574,2013-05-08,5305744.0,13.0,0,2013,5,8,2,6.142857142857143,5.0,10.0,7.0,2.4299715851758172,0
24,105574,2013-05-09,5347617.0,3.0,0,2013,5,9,3,6.285714285714286,13.0,2.0,3.0,3.387652649872834,0
24,105574,2013-05-10,5390312.0,3.0,0,2013,5,10,4,5.714285714285714,3.0,7.0,5.0,3.199702367110915,0
24,105574,2013-05-11,5435401.0,1.0,0,2013,5,11,5,5.142857142857143,3.0,5.0,4.0,3.4016802570830404,1
24,105574,2013-05-12,5481048.0,6.0,0,2013,5,12,6,5.142857142857143,1.0,6.0,3.0,3.848314411469493,1
24,105574,2013-05-13,5525368.0,7.0,0,2013,5,13,0,5.428571428571429,6.0,5.0,7.0,3.848314411469493,0
24,105574,2013-05-14,5568376.0,6.0,0,2013,5,14,1,5.571428571428571,7.0,5.0,1.0,3.9096949095439992,0
24,105574,2013-05-15,5611232.0,9.0,0,2013,5,15,2,5.0,6.0,13.0,0.0,3.909694909543999,0
24,105574,2013-05-16,5654358.0,12.0,0,2013,5,16,3,6.285714285714286,9.0,3.0,9.0,2.768874620972689,0
24,105574,2013-05-17,5697274.0,6.0,0,2013,5,17,4,6.714285714285714,12.0,3.0,12.0,3.638419332360578,0
24,105574,2013-05-18,5742156.0,3.0,0,2013,5,18,5,7.0,6.0,1.0,10.0,3.352326839390095,1
24,105574,2013-05-19,5788613.0,2.0,0,2013,5,19,6,6.428571428571429,3.0,6.0,1.0,2.828427124746179,1
24,105574,2013-05-20,5834076.0,9.0,0,2013,5,20,0,6.714285714285714,2.0,7.0,11.0,3.40867241298538,0
24,105574,2013-05-21,5877105.0,9.0,0,2013,5,21,1,7.142857142857143,9.0,6.0,10.0,3.545621041711666,0
24,105574,2013-05-22,5919791.0,6.0,0,2013,5,22,2,6.714285714285714,9.0,9.0,4.0,3.6253078686998537,0
24,105574,2013-05-23,5962215.0,3.0,0,2013,5,23,3,5.428571428571429,6.0,12.0,0.0,3.5456210417116654,0
24,105574,2013-05-24,6005413.0,5.0,0,2013,5,24,4,5.285714285714286,3.0,6.0,13.0,2.878491668515693,0
24,105574,2013-05-25,6051701.0,4.0,0,2013,5,25,5,5.428571428571429,5.0,3.0,1.0,2.8702082220799268,1
24,105574,2013-05-26,6096988.0,4.0,0,2013,5,26,6,5.714285714285714,4.0,2.0,3.0,2.760262237369412,1
24,105574,2013-05-27,6142081.0,6.0,0,2013,5,27,0,5.285714285714286,4.0,9.0,7.0,2.4299715851758172,0
24,105574,2013-05-28,6184860.0,2.0,0,2013,5,28,1,4.285714285714286,6.0,9.0,6.0,1.9760470401187018,0
24,105574,2013-05-29,,0.0,0,2013,5,29,2,3.4285714285714284,2.0,6.0,6.0,1.4960264830861905,0
24,105574,2013-05-30,6271065.0,2.0,0,2013,5,30,3,3.2857142857142856,0.0,3.0,4.0,1.9880595947760138,0
24,105574,2013-05-31,6314370.0,8.0,0,2013,5,31,4,3.7142857142857135,2.0,5.0,10.0,2.0586634591635558,0
24,105574,2013-06-01,6360163.0,15.0,0,2013,6,1,5,5.285714285714286,8.0,4.0,2.0,2.690370836538199,1
24,105574,2013-06-02,,0.0,0,2013,6,2,6,4.714285714285714,15.0,4.0,7.0,5.056820005836528,1
24,105574,2013-06-03,,0.0,0,2013,6,3,0,3.857142857142857,0.0,6.0,5.0,5.437961803049793,0
24,105574,2013-06-04,,0.0,0,2013,6,4,1,3.571428571428572,0.0,2.0,6.0,5.669467095138409,0
24,105574,2013-06-05,,0.0,0,2013,6,5,2,3.571428571428572,0.0,0.0,5.0,5.826867164470198,0
24,105574,2013-06-06,6590187.0,9.0,0,2013,6,6,3,4.571428571428571,0.0,2.0,5.0,5.826867164470198,0
24,105574,2013-06-07,6634265.0,5.0,0,2013,6,7,4,4.142857142857143,9.0,8.0,13.0,6.106202935189288,0
24,105574,2013-06-08,,0.0,0,2013,6,8,5,2.0,5.0,15.0,3.0,5.9281411203561225,1
24,105574,2013-06-09,6726626.0,7.0,0,2013,6,9,6,3.0,0.0,0.0,3.0,3.605551275463997,1
24,105574,2013-06-10,6772906.0,7.0,0,2013,6,10,0,4.0,7.0,0.0,1.0,3.9157800414902475,0
24,105574,2013-06-11,6816528.0,7.0,0,2013,6,11,1,5.0,7.0,0.0,6.0,3.915780041490245,0
24,105574,2013-06-12,6859622.0,17.0,0,2013,6,12,2,7.428571428571429,7.0,0.0,7.0,3.6055512754639873,0
24,105574,2013-06-13,6902704.0,12.0,0,2013,6,13,3,7.857142857142857,17.0,9.0,6.0,5.0943479418254185,0
24,105574,2013-06-14,6945810.0,9.0,0,2013,6,14,4,8.428571428571429,12.0,5.0,9.0,5.367450401216925,0
24,105574,2013-06-15,6991639.0,20.0,0,2013,6,15,5,11.285714285714286,9.0,0.0,12.0,5.223572942509198,1
24,105574,2013-06-16,7038829.0,8.0,0,2013,6,16,6,11.428571428571429,20.0,7.0,6.0,5.313952882562574,1
24,105574,2013-06-17,7084691.0,9.0,0,2013,6,17,0,11.714285714285714,8.0,7.0,3.0,5.191568255583355,0
24,105574,2013-06-18,7129032.0,2.0,0,2013,6,18,1,11.0,9.0,7.0,2.0,4.956957592256405,0
24,105574,2013-06-19,7172597.0,10.0,0,2013,6,19,2,10.0,2.0,17.0,9.0,5.999999999999988,0
24,105574,2013-06-20,7216213.0,12.0,0,2013,6,20,3,10.0,10.0,12.0,9.0,5.385164807134492,0
24,105574,2013-06-21,7259794.0,21.0,0,2013,6,21,4,11.714285714285714,12.0,9.0,6.0,5.385164807134492,0
24,105574,2013-06-22,7305079.0,15.0,0,2013,6,22,5,11.0,21.0,20.0,3.0,6.750661343263222,1
24,105574,2013-06-23,7352099.0,13.0,0,2013,6,23,6,11.714285714285714,15.0,8.0,5.0,5.944184833375657,1
24,105574,2013-06-24,7398483.0,12.0,0,2013,6,24,0,12.142857142857142,13.0,9.0,4.0,5.822779568621995,0
24,105574,2013-06-25,7442324.0,12.0,0,2013,6,25,1,13.571428571428571,12.0,2.0,4.0,5.698788509515887,0
24,105574,2013-06-26,7485738.0,13.0,0,2013,6,26,2,14.0,12.0,10.0,6.0,3.598941643369722,0
24,105574,2013-06-27,7528853.0,11.0,0,2013,6,27,3,13.857142857142858,13.0,12.0,2.0,3.2659863237108726,0
24,105574,2013-06-28,7571801.0,7.0,0,2013,6,28,4,11.857142857142858,11.0,21.0,0.0,3.3876526498728103,0
24,105574,2013-06-29,7617717.0,3.0,0,2013,6,29,5,10.142857142857142,7.0,15.0,2.0,2.4784787961281762,1
24,105574,2013-06-30,7665649.0,7.0,0,2013,6,30,6,9.285714285714286,3.0,13.0,8.0,3.760699023168034,1
24,105574,2013-07-01,7713205.0,15.0,0,2013,7,1,0,9.714285714285714,7.0,12.0,15.0,3.6839419880650204,0
24,105574,2013-07-02,7759408.0,23.0,0,2013,7,2,1,11.285714285714286,15.0,12.0,0.0,4.191828786034616,0
24,105574,2013-07-03,7805028.0,49.0,0,2013,7,3,2,16.428571428571427,23.0,13.0,0.0,6.575568054403748,0
